Serial No,Timestamp,Temperature,Humidity,latitude,longitude
1393028632,2014/02/22 05:53:52,21.1,77,13.00361,77.61818
1393028887,2014/02/22 05:58:07,21.1,77,13.00361,77.61818
1393029195,2014/02/22 06:03:15,21,78,13.00361,77.61818
1393029503,2014/02/22 06:08:23,21,78,13.00361,77.61818
1393029811,2014/02/22 06:13:31,20.9,78,13.00361,77.61818
1393030119,2014/02/22 06:18:39,20.9,78,13.00361,77.61818
1393030426,2014/02/22 06:23:46,20.9,78,13.00361,77.61818
1393030733,2014/02/22 06:28:53,20.9,78,13.00361,77.61818
1393031041,2014/02/22 06:34:01,20.8,78,13.00361,77.61818
1393031348,2014/02/22 06:39:08,20.8,78,13.00361,77.61818
1393031657,2014/02/22 06:44:17,20.7,78,13.00361,77.61818
1393031964,2014/02/22 06:49:24,20.7,79,13.00361,77.61818
1393032272,2014/02/22 06:54:32,20.7,79,13.00361,77.61818
1393032580,2014/02/22 06:59:40,20.8,79,13.00361,77.61818
1393032887,2014/02/22 07:04:47,20.8,79,13.00361,77.61818
1393033195,2014/02/22 07:09:55,20.8,78,13.00361,77.61818
1393033502,2014/02/22 07:15:02,20.8,78,13.00361,77.61818
1393033809,2014/02/22 07:20:09,20.8,79,13.00361,77.61818
1393034117,2014/02/22 07:25:17,20.9,78,13.00361,77.61818
1393034424,2014/02/22 07:30:24,20.9,78,13.00361,77.61818
1393034681,2014/02/22 07:34:41,20.9,78,13.00361,77.61818
1393034988,2014/02/22 07:39:48,21,78,13.00361,77.61818
1393035296,2014/02/22 07:44:56,21,78,13.00361,77.61818
1393035604,2014/02/22 07:50:04,21.1,78,13.00361,77.61818
1393035911,2014/02/22 07:55:11,21.1,78,13.00361,77.61818
1393036219,2014/02/22 08:00:19,21.1,77,13.00361,77.61818
1393036526,2014/02/22 08:05:26,21.2,77,13.00361,77.61818
1393036578,2014/02/22 08:06:18,21.2,77,13.00361,77.61818
1393036885,2014/02/22 08:11:25,21.2,77,13.00361,77.61818
1393037193,2014/02/22 08:16:33,21.3,77,13.00361,77.61818
1393037501,2014/02/22 08:21:41,21.4,76,13.00361,77.61818
1393037808,2014/02/22 08:26:48,21.4,76,13.00361,77.61818
1393038066,2014/02/22 08:31:06,21.5,75,13.00361,77.61818
1393038373,2014/02/22 08:36:13,21.6,75,13.00361,77.61818
1393038680,2014/02/22 08:41:20,21.6,74,13.00361,77.61818
1393038987,2014/02/22 08:46:27,21.7,74,13.00361,77.61818
1393039295,2014/02/22 08:51:35,21.8,73,13.00361,77.61818
1393039603,2014/02/22 08:56:43,21.9,73,13.00361,77.61818
1393039910,2014/02/22 09:01:50,21.9,72,13.00361,77.61818
1393040218,2014/02/22 09:06:58,22,72,13.00361,77.61818
1393040524,2014/02/22 09:12:04,22.1,70,13.00361,77.61818
1393040832,2014/02/22 09:17:12,22.2,70,13.00361,77.61818
1393041141,2014/02/22 09:22:21,22.3,69,13.00361,77.61818
1393041448,2014/02/22 09:27:28,22.4,69,13.00361,77.61818
1393041755,2014/02/22 09:32:35,22.5,68,13.00361,77.61818
1393042063,2014/02/22 09:37:43,22.6,68,13.00361,77.61818
1393042320,2014/02/22 09:42:00,22.7,68,13.00361,77.61818
1393042627,2014/02/22 09:47:07,22.8,67,13.00361,77.61818
1393042934,2014/02/22 09:52:14,23,67,13.00361,77.61818
1393043242,2014/02/22 09:57:22,23.1,67,13.00361,77.61818
1393043550,2014/02/22 10:02:30,23.2,66,13.00361,77.61818
1393043858,2014/02/22 10:07:38,23.3,65,13.00361,77.61818
1393044165,2014/02/22 10:12:45,23.5,65,13.00361,77.61818
1393044472,2014/02/22 10:17:52,23.6,64,13.00361,77.61818
1393044780,2014/02/22 10:23:00,23.7,63,13.00361,77.61818
1393045087,2014/02/22 10:28:07,23.8,62,13.00361,77.61818
1393045395,2014/02/22 10:33:15,23.9,62,13.00361,77.61818
1393045703,2014/02/22 10:38:23,24,61,13.00361,77.61818
1393046010,2014/02/22 10:43:30,24.1,60,13.00361,77.61818
1393046318,2014/02/22 10:48:38,24.2,61,13.00361,77.61818
1393046574,2014/02/22 10:52:54,24.3,61,13.00361,77.61818
1393046882,2014/02/22 10:58:02,24.5,60,13.00361,77.61818
1393047189,2014/02/22 11:03:09,24.6,60,13.00361,77.61818
1393047497,2014/02/22 11:08:17,24.6,59,13.00361,77.61818
1393047805,2014/02/22 11:13:25,24.8,59,13.00361,77.61818
1393048112,2014/02/22 11:18:32,24.8,58,13.00361,77.61818
1393048420,2014/02/22 11:23:40,24.9,58,13.00361,77.61818
1393048728,2014/02/22 11:28:48,25,57,13.00361,77.61818
1393049035,2014/02/22 11:33:55,25.1,56,13.00361,77.61818
1393049343,2014/02/22 11:39:03,25.2,54,13.00361,77.61818
1393049650,2014/02/22 11:44:10,25.3,54,13.00361,77.61818
1393049958,2014/02/22 11:49:18,25.4,54,13.00361,77.61818
1393050266,2014/02/22 11:54:26,25.5,54,13.00361,77.61818
1393050522,2014/02/22 11:58:42,25.5,53,13.00361,77.61818
1393050829,2014/02/22 12:03:49,25.6,53,13.00361,77.61818
1393051136,2014/02/22 12:08:56,25.7,53,13.00361,77.61818
1393051445,2014/02/22 12:14:05,25.7,52,13.00361,77.61818
1393051752,2014/02/22 12:19:12,25.8,52,13.00361,77.61818
1393052060,2014/02/22 12:24:20,25.8,52,13.00361,77.61818
1393052368,2014/02/22 12:29:28,25.9,52,13.00361,77.61818
1393052675,2014/02/22 12:34:35,25.9,52,13.00361,77.61818
1393052983,2014/02/22 12:39:43,26,52,13.00361,77.61818
1393053290,2014/02/22 12:44:50,26.1,52,13.00361,77.61818
1393053597,2014/02/22 12:49:57,26.1,51,13.00361,77.61818
1393053854,2014/02/22 12:54:14,26.2,51,13.00361,77.61818
1393054161,2014/02/22 12:59:21,26.2,50,13.00361,77.61818
1393054470,2014/02/22 13:04:30,26.3,50,13.00361,77.61818
1393054777,2014/02/22 13:09:37,26.3,50,13.00361,77.61818
1393055085,2014/02/22 13:14:45,26.4,50,13.00361,77.61818
1393055393,2014/02/22 13:19:53,26.5,50,13.00361,77.61818
1393055699,2014/02/22 13:24:59,26.5,50,13.00361,77.61818
1393056007,2014/02/22 13:30:07,26.6,50,13.00361,77.61818
1393056314,2014/02/22 13:35:14,26.6,50,13.00361,77.61818
1393056622,2014/02/22 13:40:22,26.7,51,13.00361,77.61818
1393056930,2014/02/22 13:45:30,26.8,50,13.00361,77.61818
1393057237,2014/02/22 13:50:37,26.8,50,13.00361,77.61818
1393057494,2014/02/22 13:54:54,26.8,50,13.00361,77.61818
1393057801,2014/02/22 14:00:01,26.9,50,13.00361,77.61818
1393058109,2014/02/22 14:05:09,26.9,50,13.00361,77.61818
1393058417,2014/02/22 14:10:17,27,50,13.00361,77.61818
1393058725,2014/02/22 14:15:25,27,50,13.00361,77.61818
1393059033,2014/02/22 14:20:33,27.1,49,13.00361,77.61818
1393059340,2014/02/22 14:25:40,27.1,50,13.00361,77.61818
1393059648,2014/02/22 14:30:48,27.1,50,13.00361,77.61818
1393059955,2014/02/22 14:35:55,27.2,50,13.00361,77.61818
1393060262,2014/02/22 14:41:02,27.2,49,13.00361,77.61818
1393060570,2014/02/22 14:46:10,27.3,49,13.00361,77.61818
1393060877,2014/02/22 14:51:17,27.3,49,13.00361,77.61818
1393061134,2014/02/22 14:55:34,27.2,49,13.00361,77.61818
1393061441,2014/02/22 15:00:41,27.2,49,13.00361,77.61818
1393061749,2014/02/22 15:05:49,27.2,49,13.00361,77.61818
1393062057,2014/02/22 15:10:57,27.3,48,13.00361,77.61818
1393062364,2014/02/22 15:16:04,27.6,48,13.00361,77.61818
1393062672,2014/02/22 15:21:12,27.8,47,13.00361,77.61818
1393062980,2014/02/22 15:26:20,27.8,47,13.00361,77.61818
1393063287,2014/02/22 15:31:27,27.8,47,13.00361,77.61818
1393063594,2014/02/22 15:36:34,27.8,47,13.00361,77.61818
1393063901,2014/02/22 15:41:41,27.8,47,13.00361,77.61818
1393064210,2014/02/22 15:46:50,27.7,47,13.00361,77.61818
1393064518,2014/02/22 15:51:58,27.7,47,13.00361,77.61818
1393064774,2014/02/22 15:56:14,27.7,47,13.00361,77.61818
1393065082,2014/02/22 16:01:22,27.6,47,13.00361,77.61818
1393065389,2014/02/22 16:06:29,27.5,47,13.00361,77.61818
1393065697,2014/02/22 16:11:37,27.5,47,13.00361,77.61818
1393066004,2014/02/22 16:16:44,27.5,48,13.00361,77.61818
1393066312,2014/02/22 16:21:52,27.5,48,13.00361,77.61818
1393066620,2014/02/22 16:27:00,27.4,49,13.00361,77.61818
1393066927,2014/02/22 16:32:07,27.4,48,13.00361,77.61818
1393067235,2014/02/22 16:37:15,27.4,48,13.00361,77.61818
1393067542,2014/02/22 16:42:22,27.4,49,13.00361,77.61818
1393067849,2014/02/22 16:47:29,27.3,49,13.00361,77.61818
1393068157,2014/02/22 16:52:37,27.3,47,13.00361,77.61818
1393068413,2014/02/22 16:56:53,27.3,47,13.00361,77.61818
1393068721,2014/02/22 17:02:01,27.3,47,13.00361,77.61818
1393069028,2014/02/22 17:07:08,27.3,48,13.00361,77.61818
1393069336,2014/02/22 17:12:16,27.2,48,13.00361,77.61818
1393069644,2014/02/22 17:17:24,27.2,48,13.00361,77.61818
1393069951,2014/02/22 17:22:31,27.2,47,13.00361,77.61818
1393070259,2014/02/22 17:27:39,27.2,47,13.00361,77.61818
1393070566,2014/02/22 17:32:46,27.2,47,13.00361,77.61818
1393070874,2014/02/22 17:37:54,27.2,46,13.00361,77.61818
1393071182,2014/02/22 17:43:02,27.1,45,13.00361,77.61818
1393071489,2014/02/22 17:48:09,27.1,45,13.00361,77.61818
1393071746,2014/02/22 17:52:26,27.2,46,13.00361,77.61818
1393072053,2014/02/22 17:57:33,27.1,46,13.00361,77.61818
1393072361,2014/02/22 18:02:41,27,47,13.00361,77.61818
1393072668,2014/02/22 18:07:48,27,46,13.00361,77.61818
1393072976,2014/02/22 18:12:56,26.9,46,13.00361,77.61818
1393073283,2014/02/22 18:18:03,26.8,48,13.00361,77.61818
1393073590,2014/02/22 18:23:10,26.7,47,13.00361,77.61818
1393073898,2014/02/22 18:28:18,26.6,47,13.00361,77.61818
1393074206,2014/02/22 18:33:26,26.6,49,13.00361,77.61818
1393074513,2014/02/22 18:38:33,26.5,49,13.00361,77.61818
1393074821,2014/02/22 18:43:41,26.4,48,13.00361,77.61818
1393075078,2014/02/22 18:47:58,26.3,49,13.00361,77.61818
1393075386,2014/02/22 18:53:06,26.3,49,13.00361,77.61818
1393075692,2014/02/22 18:58:12,26.2,49,13.00361,77.61818
1393075795,2014/02/22 18:59:55,26.2,49,13.00361,77.61818
1393076104,2014/02/22 19:05:04,26.1,49,13.00361,77.61818
1393076360,2014/02/22 19:09:20,26.1,50,13.00361,77.61818
1393076667,2014/02/22 19:14:27,26,49,13.00361,77.61818
1393076975,2014/02/22 19:19:35,26,49,13.00361,77.61818
1393077282,2014/02/22 19:24:42,25.9,49,13.00361,77.61818
1393077589,2014/02/22 19:29:49,25.9,49,13.00361,77.61818
1393077897,2014/02/22 19:34:57,25.9,49,13.00361,77.61818
1393078205,2014/02/22 19:40:05,25.9,49,13.00361,77.61818
1393078512,2014/02/22 19:45:12,25.8,49,13.00361,77.61818
1393078820,2014/02/22 19:50:20,25.8,49,13.00361,77.61818
1393079127,2014/02/22 19:55:27,25.8,50,13.00361,77.61818
1393079435,2014/02/22 20:00:35,25.7,50,13.00361,77.61818
1393079743,2014/02/22 20:05:43,25.7,50,13.00361,77.61818
1393080050,2014/02/22 20:10:50,25.7,50,13.00361,77.61818
1393080358,2014/02/22 20:15:58,25.7,50,13.00361,77.61818
1393080665,2014/02/22 20:21:05,25.6,49,13.00361,77.61818
1393080922,2014/02/22 20:25:22,25.6,49,13.00361,77.61818
1393081229,2014/02/22 20:30:29,25.6,49,13.00361,77.61818
1393081537,2014/02/22 20:35:37,25.5,49,13.00361,77.61818
1393081845,2014/02/22 20:40:45,25.5,49,13.00361,77.61818
1393082152,2014/02/22 20:45:52,25.5,50,13.00361,77.61818
1393082460,2014/02/22 20:51:00,25.4,49,13.00361,77.61818
1393082768,2014/02/22 20:56:08,25.4,49,13.00361,77.61818
1393083075,2014/02/22 21:01:15,25.3,49,13.00361,77.61818
1393083383,2014/02/22 21:06:23,25.3,49,13.00361,77.61818
1393083690,2014/02/22 21:11:30,25.3,49,13.00361,77.61818
1393083997,2014/02/22 21:16:37,25.2,50,13.00361,77.61818
1393084305,2014/02/22 21:21:45,25.2,50,13.00361,77.61818
1393084562,2014/02/22 21:26:02,25.1,50,13.00361,77.61818
1393084870,2014/02/22 21:31:10,25.1,50,13.00361,77.61818
1393085177,2014/02/22 21:36:17,25,50,13.00361,77.61818
1393085485,2014/02/22 21:41:25,25,50,13.00361,77.61818
1393085792,2014/02/22 21:46:32,24.9,51,13.00361,77.61818
1393086100,2014/02/22 21:51:40,24.8,51,13.00361,77.61818
1393086407,2014/02/22 21:56:47,24.8,51,13.00361,77.61818
1393086714,2014/02/22 22:01:54,24.7,51,13.00361,77.61818
1393087022,2014/02/22 22:07:02,24.7,51,13.00361,77.61818
1393087330,2014/02/22 22:12:10,24.6,51,13.00361,77.61818
1393087637,2014/02/22 22:17:17,24.5,52,13.00361,77.61818
1393087945,2014/02/22 22:22:25,24.5,52,13.00361,77.61818
1393088201,2014/02/22 22:26:41,24.4,52,13.00361,77.61818
1393088509,2014/02/22 22:31:49,24.4,52,13.00361,77.61818
1393088765,2014/02/22 22:36:05,24.3,52,13.00361,77.61818
1393089073,2014/02/22 22:41:13,24.3,53,13.00361,77.61818
1393089380,2014/02/22 22:46:20,24.2,53,13.00361,77.61818
1393089688,2014/02/22 22:51:28,24.2,53,13.00361,77.61818
1393089996,2014/02/22 22:56:36,24.1,53,13.00361,77.61818
1393090252,2014/02/22 23:00:52,24.1,53,13.00361,77.61818
1393090560,2014/02/22 23:06:00,24,54,13.00361,77.61818
1393090867,2014/02/22 23:11:07,24,54,13.00361,77.61818
1393091175,2014/02/22 23:16:15,23.9,54,13.00361,77.61818
1393091482,2014/02/22 23:21:22,23.9,54,13.00361,77.61818
1393091790,2014/02/22 23:26:30,23.9,55,13.00361,77.61818
1393092098,2014/02/22 23:31:38,23.8,55,13.00361,77.61818
1393092405,2014/02/22 23:36:45,23.8,55,13.00361,77.61818
1393092713,2014/02/22 23:41:53,23.7,55,13.00361,77.61818
1393093020,2014/02/22 23:47:00,23.6,55,13.00361,77.61818
1393093327,2014/02/22 23:52:07,23.6,55,13.00361,77.61818
1393093583,2014/02/22 23:56:23,23.6,56,13.00361,77.61818
1393093890,2014/02/23 00:01:30,23.5,56,13.00361,77.61818
1393094198,2014/02/23 00:06:38,23.5,56,13.00361,77.61818
1393094507,2014/02/23 00:11:47,23.4,56,13.00361,77.61818
1393094815,2014/02/23 00:16:55,23.3,56,13.00361,77.61818
1393095122,2014/02/23 00:22:02,23.3,56,13.00361,77.61818
1393095430,2014/02/23 00:27:10,23.3,57,13.00361,77.61818
1393095737,2014/02/23 00:32:17,23.2,57,13.00361,77.61818
1393096044,2014/02/23 00:37:24,23.2,57,13.00361,77.61818
1393096353,2014/02/23 00:42:33,23.2,57,13.00361,77.61818
1393096661,2014/02/23 00:47:41,23.1,57,13.00361,77.61818
1393096916,2014/02/23 00:51:56,23.1,57,13.00361,77.61818
1393097224,2014/02/23 00:57:04,23,58,13.00361,77.61818
1393097531,2014/02/23 01:02:11,23,58,13.00361,77.61818
1393097839,2014/02/23 01:07:19,22.9,58,13.00361,77.61818
1393098147,2014/02/23 01:12:27,22.9,59,13.00361,77.61818
1393098455,2014/02/23 01:17:35,22.8,59,13.00361,77.61818
1393098762,2014/02/23 01:22:42,22.8,59,13.00361,77.61818
1393099069,2014/02/23 01:27:49,22.7,59,13.00361,77.61818
1393099377,2014/02/23 01:32:57,22.7,60,13.00361,77.61818
1393099684,2014/02/23 01:38:04,22.7,60,13.00361,77.61818
1393099992,2014/02/23 01:43:12,22.6,61,13.00361,77.61818
1393100300,2014/02/23 01:48:20,22.6,61,13.00361,77.61818
1393100557,2014/02/23 01:52:37,22.5,61,13.00361,77.61818
1393100865,2014/02/23 01:57:45,22.5,62,13.00361,77.61818
1393101171,2014/02/23 02:02:51,22.4,62,13.00361,77.61818
1393101479,2014/02/23 02:07:59,22.4,62,13.00361,77.61818
1393101787,2014/02/23 02:13:07,22.3,63,13.00361,77.61818
1393102094,2014/02/23 02:18:14,22.2,63,13.00361,77.61818
1393102402,2014/02/23 02:23:22,22.2,63,13.00361,77.61818
1393102709,2014/02/23 02:28:29,22.1,64,13.00361,77.61818
1393103017,2014/02/23 02:33:37,22.1,64,13.00361,77.61818
1393103325,2014/02/23 02:38:45,22,64,13.00361,77.61818
1393103631,2014/02/23 02:43:51,22,64,13.00361,77.61818
1393103939,2014/02/23 02:48:59,22,65,13.00361,77.61818
1393104196,2014/02/23 02:53:16,22,65,13.00361,77.61818
1393104504,2014/02/23 02:58:24,21.9,65,13.00361,77.61818
1393104811,2014/02/23 03:03:31,21.9,65,13.00361,77.61818
1393105119,2014/02/23 03:08:39,21.8,66,13.00361,77.61818
1393105427,2014/02/23 03:13:47,21.7,66,13.00361,77.61818
1393105734,2014/02/23 03:18:54,21.7,67,13.00361,77.61818
1393106042,2014/02/23 03:24:02,21.6,67,13.00361,77.61818
1393106350,2014/02/23 03:29:10,21.6,67,13.00361,77.61818
1393106657,2014/02/23 03:34:17,21.5,67,13.00361,77.61818
1393106965,2014/02/23 03:39:25,21.5,67,13.00361,77.61818
1393107272,2014/02/23 03:44:32,21.4,68,13.00361,77.61818
1393107580,2014/02/23 03:49:40,21.3,68,13.00361,77.61818
1393107888,2014/02/23 03:54:48,21.2,68,13.00361,77.61818
1393108144,2014/02/23 03:59:04,21.2,68,13.00361,77.61818
1393108451,2014/02/23 04:04:11,21.1,68,13.00361,77.61818
1393108758,2014/02/23 04:09:18,21.1,69,13.00361,77.61818
1393109066,2014/02/23 04:14:26,21,69,13.00361,77.61818
1393109373,2014/02/23 04:19:33,21,69,13.00361,77.61818
1393109682,2014/02/23 04:24:42,20.9,69,13.00361,77.61818
1393109990,2014/02/23 04:29:50,20.9,69,13.00361,77.61818
1393110296,2014/02/23 04:34:56,20.8,70,13.00361,77.61818
1393110604,2014/02/23 04:40:04,20.8,70,13.00361,77.61818
1393110912,2014/02/23 04:45:12,20.7,70,13.00361,77.61818
1393111219,2014/02/23 04:50:19,20.7,70,13.00361,77.61818
1393111475,2014/02/23 04:54:35,20.7,70,13.00361,77.61818
1393111783,2014/02/23 04:59:43,20.7,71,13.00361,77.61818
1393112091,2014/02/23 05:04:51,20.6,71,13.00361,77.61818
1393112398,2014/02/23 05:09:58,20.6,71,13.00361,77.61818
1393112706,2014/02/23 05:15:06,20.5,71,13.00361,77.61818
1393113014,2014/02/23 05:20:14,20.4,72,13.00361,77.61818
1393113321,2014/02/23 05:25:21,20.3,72,13.00361,77.61818
1393113629,2014/02/23 05:30:29,20.3,72,13.00361,77.61818
1393113936,2014/02/23 05:35:36,20.2,73,13.00361,77.61818
1393114244,2014/02/23 05:40:44,20.2,73,13.00361,77.61818
1393114551,2014/02/23 05:45:51,20.1,73,13.00361,77.61818
1393114858,2014/02/23 05:50:58,20,73,13.00361,77.61818
1393115166,2014/02/23 05:56:06,20,74,13.00361,77.61818
1393115474,2014/02/23 06:01:14,20,74,13.00361,77.61818
1393115730,2014/02/23 06:05:30,20,74,13.00361,77.61818
1393116037,2014/02/23 06:10:37,20,74,13.00361,77.61818
1393116345,2014/02/23 06:15:45,20,74,13.00361,77.61818
1393116653,2014/02/23 06:20:53,20,74,13.00361,77.61818
1393116961,2014/02/23 06:26:01,20,74,13.00361,77.61818
1393117269,2014/02/23 06:31:09,19.9,74,13.00361,77.61818
1393117577,2014/02/23 06:36:17,19.9,74,13.00361,77.61818
1393117884,2014/02/23 06:41:24,19.9,74,13.00361,77.61818
1393118192,2014/02/23 06:46:32,19.9,75,13.00361,77.61818
1393118499,2014/02/23 06:51:39,19.9,75,13.00361,77.61818
1393118806,2014/02/23 06:56:46,19.9,75,13.00361,77.61818
1393119062,2014/02/23 07:01:02,19.9,75,13.00361,77.61818
1393119370,2014/02/23 07:06:10,19.9,75,13.00361,77.61818
1393119678,2014/02/23 07:11:18,19.9,75,13.00361,77.61818
1393119985,2014/02/23 07:16:25,19.9,75,13.00361,77.61818
1393120293,2014/02/23 07:21:33,19.9,75,13.00361,77.61818
1393120600,2014/02/23 07:26:40,19.8,76,13.00361,77.61818
1393120908,2014/02/23 07:31:48,19.8,76,13.00361,77.61818
1393121216,2014/02/23 07:36:56,19.8,76,13.00361,77.61818
1393121523,2014/02/23 07:42:03,19.9,76,13.00361,77.61818
1393121831,2014/02/23 07:47:11,19.9,76,13.00361,77.61818
1393122139,2014/02/23 07:52:19,19.9,76,13.00361,77.61818
1393122446,2014/02/23 07:57:26,19.9,76,13.00361,77.61818
1393122754,2014/02/23 08:02:34,19.9,76,13.00361,77.61818
1393123010,2014/02/23 08:06:50,20,76,13.00361,77.61818
1393123318,2014/02/23 08:11:58,20,76,13.00361,77.61818
1393123625,2014/02/23 08:17:05,20,76,13.00361,77.61818
1393123933,2014/02/23 08:22:13,20,76,13.00361,77.61818
1393124241,2014/02/23 08:27:21,20.1,76,13.00361,77.61818
1393124548,2014/02/23 08:32:28,20.1,76,13.00361,77.61818
1393124856,2014/02/23 08:37:36,20.2,76,13.00361,77.61818
1393125163,2014/02/23 08:42:43,20.2,76,13.00361,77.61818
1393125471,2014/02/23 08:47:51,20.3,76,13.00361,77.61818
1393125779,2014/02/23 08:52:59,20.4,75,13.00361,77.61818
1393125932,2014/02/23 08:55:32,20.5,75,13.00361,77.61818
1393126240,2014/02/23 09:00:40,20.6,75,13.00361,77.61818
1393126548,2014/02/23 09:05:48,20.7,75,13.00361,77.61818
1393126854,2014/02/23 09:10:54,20.8,75,13.00361,77.61818
1393127162,2014/02/23 09:16:02,21,74,13.00361,77.61818
1393127471,2014/02/23 09:21:11,21.1,74,13.00361,77.61818
1393127778,2014/02/23 09:26:18,21.2,73,13.00361,77.61818
1393128086,2014/02/23 09:31:26,21.4,73,13.00361,77.61818
1393128393,2014/02/23 09:36:33,21.5,72,13.00361,77.61818
1393128700,2014/02/23 09:41:40,21.7,72,13.00361,77.61818
1393128956,2014/02/23 09:45:56,21.8,72,13.00361,77.61818
1393129265,2014/02/23 09:51:05,21.9,71,13.00361,77.61818
1393129573,2014/02/23 09:56:13,22.1,71,13.00361,77.61818
1393129880,2014/02/23 10:01:20,22.2,70,13.00361,77.61818
1393130188,2014/02/23 10:06:28,22.4,69,13.00361,77.61818
1393130495,2014/02/23 10:11:35,22.5,69,13.00361,77.61818
1393130803,2014/02/23 10:16:43,22.7,68,13.00361,77.61818
1393131110,2014/02/23 10:21:50,22.8,67,13.00361,77.61818
1393131417,2014/02/23 10:26:57,22.9,67,13.00361,77.61818
1393131725,2014/02/23 10:32:05,23.1,66,13.00361,77.61818
1393132033,2014/02/23 10:37:13,23.2,65,13.00361,77.61818
1393132340,2014/02/23 10:42:20,23.3,65,13.00361,77.61818
1393132648,2014/02/23 10:47:28,23.5,65,13.00361,77.61818
1393132904,2014/02/23 10:51:44,23.6,64,13.00361,77.61818
1393133212,2014/02/23 10:56:52,23.7,64,13.00361,77.61818
1393133519,2014/02/23 11:01:59,23.8,63,13.00361,77.61818
1393133827,2014/02/23 11:07:07,23.9,62,13.00361,77.61818
1393134135,2014/02/23 11:12:15,24,62,13.00361,77.61818
1393134442,2014/02/23 11:17:22,24.1,62,13.00361,77.61818
1393134751,2014/02/23 11:22:31,24.2,61,13.00361,77.61818
1393135058,2014/02/23 11:27:38,24.3,61,13.00361,77.61818
1393135365,2014/02/23 11:32:45,24.4,61,13.00361,77.61818
1393135673,2014/02/23 11:37:53,24.4,60,13.00361,77.61818
1393135979,2014/02/23 11:42:59,24.5,60,13.00361,77.61818
1393136287,2014/02/23 11:48:07,24.6,59,13.00361,77.61818
1393136544,2014/02/23 11:52:24,24.7,59,13.00361,77.61818
1393136852,2014/02/23 11:57:32,24.8,58,13.00361,77.61818
1393137160,2014/02/23 12:02:40,24.8,58,13.00361,77.61818
1393137467,2014/02/23 12:07:47,24.9,57,13.00361,77.61818
1393137775,2014/02/23 12:12:55,25,58,13.00361,77.61818
1393138082,2014/02/23 12:18:02,25.1,57,13.00361,77.61818
1393138390,2014/02/23 12:23:10,25.2,57,13.00361,77.61818
1393138698,2014/02/23 12:28:18,25.3,55,13.00361,77.61818
1393139005,2014/02/23 12:33:25,25.4,56,13.00361,77.61818
1393139313,2014/02/23 12:38:33,25.4,55,13.00361,77.61818
1393139620,2014/02/23 12:43:40,25.5,55,13.00361,77.61818
1393139928,2014/02/23 12:48:48,25.6,54,13.00361,77.61818
1393140184,2014/02/23 12:53:04,25.7,53,13.00361,77.61818
1393140492,2014/02/23 12:58:12,25.8,53,13.00361,77.61818
1393140799,2014/02/23 13:03:19,25.9,53,13.00361,77.61818
1393141106,2014/02/23 13:08:26,26,52,13.00361,77.61818
1393141414,2014/02/23 13:13:34,26.1,51,13.00361,77.61818
1393141722,2014/02/23 13:18:42,26.1,51,13.00361,77.61818
1393142029,2014/02/23 13:23:49,26.2,51,13.00361,77.61818
1393142337,2014/02/23 13:28:57,26.2,49,13.00361,77.61818
1393142645,2014/02/23 13:34:05,26.3,49,13.00361,77.61818
1393142953,2014/02/23 13:39:13,26.4,48,13.00361,77.61818
1393143260,2014/02/23 13:44:20,26.4,47,13.00361,77.61818
1393143567,2014/02/23 13:49:27,26.5,48,13.00361,77.61818
1393143875,2014/02/23 13:54:35,26.5,47,13.00361,77.61818
1393144131,2014/02/23 13:58:51,26.6,45,13.00361,77.61818
1393144439,2014/02/23 14:03:59,26.6,44,13.00361,77.61818
1393144746,2014/02/23 14:09:06,26.7,44,13.00361,77.61818
1393145054,2014/02/23 14:14:14,26.7,44,13.00361,77.61818
1393145362,2014/02/23 14:19:22,26.8,43,13.00361,77.61818
1393145668,2014/02/23 14:24:28,26.9,43,13.00361,77.61818
1393145976,2014/02/23 14:29:36,26.9,42,13.00361,77.61818
1393146283,2014/02/23 14:34:43,26.9,42,13.00361,77.61818
1393146591,2014/02/23 14:39:51,27,42,13.00361,77.61818
1393146900,2014/02/23 14:45:00,27,43,13.00361,77.61818
1393147207,2014/02/23 14:50:07,27.1,42,13.00361,77.61818
1393147515,2014/02/23 14:55:15,27.1,42,13.00361,77.61818
1393147823,2014/02/23 15:00:23,27.2,43,13.00361,77.61818
1393148079,2014/02/23 15:04:39,27.3,42,13.00361,77.61818
1393148387,2014/02/23 15:09:47,27.4,42,13.00361,77.61818
1393148693,2014/02/23 15:14:53,27.9,42,13.00361,77.61818
1393149001,2014/02/23 15:20:01,28,41,13.00361,77.61818
1393149308,2014/02/23 15:25:08,28,41,13.00361,77.61818
1393149616,2014/02/23 15:30:16,27.9,41,13.00361,77.61818
1393149924,2014/02/23 15:35:24,27.8,41,13.00361,77.61818
1393150231,2014/02/23 15:40:31,27.7,41,13.00361,77.61818
1393150539,2014/02/23 15:45:39,27.7,42,13.00361,77.61818
1393150846,2014/02/23 15:50:46,27.6,42,13.00361,77.61818
1393151155,2014/02/23 15:55:55,27.6,42,13.00361,77.61818
1393151463,2014/02/23 16:01:03,27.6,42,13.00361,77.61818
1393151719,2014/02/23 16:05:19,27.5,42,13.00361,77.61818
1393152027,2014/02/23 16:10:27,27.5,42,13.00361,77.61818
1393152334,2014/02/23 16:15:34,27.4,43,13.00361,77.61818
1393152642,2014/02/23 16:20:42,27.4,42,13.00361,77.61818
1393152949,2014/02/23 16:25:49,27.4,42,13.00361,77.61818
